 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC      Illu%  Ang-diam                r        rdot             delta      deldot     S-O-T /r     S-T-O  App_Lon_Sun
******************************************************************************************************************************************************************
$$SOE
 2018-May-14 00:00     20 05 40.03 -22 13 42.0   89.03191  12.63133   1.476932396056  -2.1941269  0.74143421221836 -13.2898675  114.0265 /L   38.6832  175.1792177
 2018-May-15 00:00     20 07 24.44 -22 11 32.7   89.11560  12.76302   1.475666686816  -2.1886855  0.73378404227259 -13.2028915  114.5889 /L   38.5295  175.7350303
 2018-May-16 00:00     20 09 07.37 -22 09 26.5   89.20264  12.89658   1.474404182945  -2.1830287  0.72618468230529 -13.1139034  115.1566 /L   38.3692  176.2917956
 2018-May-17 00:00     20 10 48.80 -22 07 23.7   89.29305  13.03203   1.473145008988  -2.1771560  0.71863729174560 -13.0229228  115.7297 /L   38.2020  176.8495136
 2018-May-18 00:00     20 12 28.69 -22 05 24.6   89.38687  13.16936   1.471889289787  -2.1710669  0.71114299989319 -12.9300338  116.3083 /L   38.0279  177.4081841
 2018-May-19 00:00     20 14 07.01 -22 03 29.4   89.48410  13.30860   1.470637150465  -2.1647609  0.70370287147340 -12.8353730  116.8926 /L   37.8467  177.9678068
 2018-May-20 00:00     20 15 43.74 -22 01 38.5   89.58477  13.44975   1.469388716411  -2.1582377  0.69631788236668 -12.7391070  117.4826 /L   37.6583  178.5283816
 2018-May-21 00:00     20 17 18.85 -21 59 52.2   89.68889  13.59282   1.468144113267  -2.1514968  0.68898891002551 -12.6414059  118.0785 /L   37.4626  179.0899078
 2018-May-22 00:00     20 18 52.32 -21 58 10.7   89.79646  13.73782   1.466903466910  -2.1445377  0.68171673828011 -12.5424208  118.6803 /L   37.2595  179.6523850
 2018-May-23 00:00     20 20 24.12 -21 56 34.3   89.90750  13.88476   1.465666903440  -2.1373601  0.67450207265461 -12.4422701  119.2882 /L   37.0489  180.2158124
 2018-May-24 00:00     20 21 54.21 -21 55 03.5   90.02201  14.03366   1.464434549164  -2.1299636  0.66734556125474 -12.3410337  119.9024 /L   36.8306  180.7801893
 2018-May-25 00:00     20 23 22.58 -21 53 38.4   90.14001  14.18452   1.463206530583  -2.1223479  0.66024781722781 -12.2387532  120.5229 /L   36.6045  181.3455148
 2018-May-26 00:00     20 24 49.17 -21 52 19.4   90.26150  14.33736   1.461982974367  -2.1145128  0.65320944043419 -12.1354336  121.1500 /L   36.3704  181.9117879
 2018-May-27 00:00     20 26 13.96 -21 51 06.8   90.38649  14.49219   1.460764007347  -2.1064580  0.64623103730485 -12.0310476  121.7838 /L   36.1282  182.4790074
 2018-May-28 00:00     20 27 36.91 -21 50 00.9   90.51499  14.64900   1.459549756493  -2.0981832  0.63931323853860 -11.9255393  122.4245 /L   35.8777  183.0471722
 2018-May-29 00:00     20 28 57.97 -21 49 02.1   90.64700  14.80781   1.458340348901  -2.0896883  0.63245671445007 -11.8188282  123.0723 /L   35.6188  183.6162807
 2018-May-30 00:00     20 30 17.10 -21 48 10.6   90.78255  14.96862   1.457135911774  -2.0809731  0.62566218772165 -11.7108142  123.7274 /L   35.3513  184.1863316
 2018-May-31 00:00     20 31 34.26 -21 47 26.9   90.92162  15.13143   1.455936572401  -2.0720374  0.61893044330904 -11.6013825  124.3900 /L   35.0749  184.7573232
 2018-Jun-01 00:00     20 32 49.40 -21 46 51.2   91.06422  15.29622   1.454742458141  -2.0628812  0.61226233542231 -11.4904089  125.0603 /L   34.7896  185.3292538
 2018-Jun-02 00:00     20 34 02.48 -21 46 23.8   91.21035  15.46300   1.453553696404  -2.0535043  0.60565879183004 -11.3777635  125.7385 /L   34.4951  185.9021216
 2018-Jun-03 00:00     20 35 13.43 -21 46 05.2   91.35999  15.63174   1.452370414627  -2.0439068  0.59912081609719 -11.2633140  126.4249 /L   34.1911  186.4759247
 2018-Jun-04 00:00     20 36 22.22 -21 45 55.5   91.51315  15.80243   1.451192740259  -2.0340886  0.59264948863937 -11.1469267  127.1197 /L   33.8776  187.0506608
 2018-Jun-05 00:00     20 37 28.78 -21 45 55.2   91.66979  15.97504   1.450020800739  -2.0240499  0.58624596757647 -11.0284661  127.8230 /L   33.5542  187.6263277
 2018-Jun-06 00:00     20 38 33.07 -21 46 04.5   91.82989  16.14953   1.448854723472  -2.0137906  0.57991149026806 -10.9077928  128.5352 /L   33.2209  188.2029232
 2018-Jun-07 00:00     20 39 35.04 -21 46 23.8   91.99342  16.32588   1.447694635815  -2.0033108  0.57364737611459 -10.7847617  129.2564 /L   32.8773  188.7804448
 2018-Jun-08 00:00     20 40 34.62 -21 46 53.3   92.16033  16.50404   1.446540665054  -1.9926107  0.56745503069649 -10.6592192  129.9869 /L   32.5233  189.3588898
 2018-Jun-09 00:00     20 41 31.77 -21 47 33.4   92.33057  16.68395   1.445392938378  -1.9816905  0.56133595055207 -10.5310042  130.7268 /L   32.1586  189.9382554
 2018-Jun-10 00:00     20 42 26.43 -21 48 24.2   92.50408  16.86555   1.444251582866  -1.9705504  0.55529172682432 -10.3999514  131.4763 /L   31.7831  190.5185390
 2018-Jun-11 00:00     20 43 18.55 -21 49 26.2   92.68076  17.04877   1.443116725458  -1.9591907  0.54932404473832 -10.2659026  132.2357 /L   31.3966  191.0997373
 2018-Jun-12 00:00     20 44 08.08 -21 50 39.4   92.86054  17.23353   1.441988492943  -1.9476116  0.54343467486522 -10.1287241  133.0052 /L   30.9989  191.6818474
 2018-Jun-13 00:00     20 44 54.97 -21 52 04.1   93.04331  17.41975   1.440867011932  -1.9358135  0.53762545233162  -9.9883301  133.7848 /L   30.5899  192.2648658
 2018-Jun-14 00:00     20 45 39.18 -21 53 40.6   93.22893  17.60732   1.439752408841  -1.9237967  0.53189824265662  -9.8447041  134.5747 /L   30.1693  192.8487893
 2018-Jun-15 00:00     20 46 20.67 -21 55 28.9   93.41726  17.79613   1.438644809867  -1.9115616  0.52625489793480  -9.6979092  135.3750 /L   29.7370  193.4336143
 2018-Jun-16 00:00     20 46 59.40 -21 57 29.3   93.60814  17.98608   1.437544340967  -1.8991086  0.52069721264592  -9.5480785  136.1859 /L   29.2930  194.0193371
 2018-Jun-17 00:00     20 47 35.35 -21 59 41.7   93.80139  18.17704   1.436451127838  -1.8864383  0.51522689072368  -9.3953867  137.0073 /L   28.8372  194.6059539
 2018-Jun-18 00:00     20 48 08.47 -22 02 06.4   93.99681  18.36890   1.435365295893  -1.8735510  0.50984553217286  -9.2400129  137.8394 /L   28.3694  195.1934608
 2018-Jun-19 00:00     20 48 38.74 -22 04 43.4   94.19419  18.56152   1.434286970237  -1.8604475  0.50455464014844  -9.0821091  138.6822 /L   27.8897  195.7818537
 2018-Jun-20 00:00     20 49 06.13 -22 07 32.7   94.39332  18.75477   1.433216275649  -1.8471282  0.49935564268584  -8.9217817  139.5358 /L   27.3979  196.3711283
 2018-Jun-21 00:00     20 49 30.62 -22 10 34.4   94.59395  18.94851   1.432153336554  -1.8335938  0.49424992068911  -8.7590878  140.4002 /L   26.8939  196.9612804
 2018-Jun-22 00:00     20 49 52.16 -22 13 48.4   94.79586  19.14259   1.431098277009  -1.8198450  0.48923883526532  -8.5940403  141.2754 /L   26.3779  197.5523053
 2018-Jun-23 00:00     20 50 10.74 -22 17 14.9   94.99877  19.33686   1.430051220668  -1.8058823  0.48432375070601  -8.4266168  142.1616 /L   25.8495  198.1441985
 2018-Jun-24 00:00     20 50 26.32 -22 20 53.6   95.20242  19.53114   1.429012290769  -1.7917067  0.47950605223288  -8.2567685  143.0587 /L   25.3090  198.7369553
 2018-Jun-25 00:00     20 50 38.87 -22 24 44.6   95.40654  19.72526   1.427981610098  -1.7773189  0.47478715919076  -8.0844270  143.9669 /L   24.7562  199.3305706
 2018-Jun-26 00:00     20 50 48.37 -22 28 47.7   95.61081  19.91903   1.426959300976  -1.7627197  0.47016853481674  -7.9095096  144.8860 /L   24.1911  199.9250394
 2018-Jun-27 00:00     20 50 54.78 -22 33 02.9   95.81495  20.11224   1.425945485228  -1.7479101  0.46565169351375  -7.7319225  145.8161 /L   23.6137  200.5203566
 2018-Jun-28 00:00     20 50 58.08 -22 37 29.9   96.01860  20.30469   1.424940284162  -1.7328909  0.46123820614515  -7.5515643  146.7572 /L   23.0241  201.1165167
 2018-Jun-29 00:00     20 50 58.26 -22 42 08.6   96.22144  20.49615   1.423943818540  -1.7176631  0.45692970351535  -7.3683295  147.7092 /L   22.4223  201.7135143
 2018-Jun-30 00:00     20 50 55.28 -22 46 58.7   96.42311  20.68638   1.422956208558  -1.7022276  0.45272787803990  -7.1821107  148.6720 /L   21.8083  202.3113438
 2018-Jul-01 00:00     20 50 49.14 -22 51 59.8   96.62324  20.87512   1.421977573817  -1.6865856  0.44863448364616  -6.9928027  149.6455 /L   21.1824  202.9099994
 2018-Jul-02 00:00     20 50 39.81 -22 57 11.8   96.82143  21.06212   1.421008033300  -1.6707381  0.44465133411871  -6.8003040  150.6295 /L   20.5446  203.5094752
 2018-Jul-03 00:00     20 50 27.31 -23 02 34.1   97.01727  21.24709   1.420047705344  -1.6546863  0.44078030030061  -6.6045187  151.6238 /L   19.8952  204.1097651
 2018-Jul-04 00:00     20 50 11.62 -23 08 06.4   97.21036  21.42975   1.419096707615  -1.6384314  0.43702330666934  -6.4053569  152.6282 /L   19.2343  204.7108630
 2018-Jul-05 00:00     20 49 52.75 -23 13 48.2   97.40026  21.60979   1.418155157086  -1.6219746  0.43338232773462  -6.2027354  153.6421 /L   18.5623  205.3127625
 2018-Jul-06 00:00     20 49 30.71 -23 19 38.9   97.58651  21.78689   1.417223170004  -1.6053172  0.42985938438903  -5.9965770  154.6652 /L   17.8796  205.9154570
 2018-Jul-07 00:00     20 49 05.53 -23 25 37.9   97.76865  21.96074   1.416300861876  -1.5884604  0.42645653973397  -5.7868131  155.6970 /L   17.1866  206.5189401
 2018-Jul-08 00:00     20 48 37.22 -23 31 44.7   97.94622  22.13099   1.415388347432  -1.5714056  0.42317589298228  -5.5733887  156.7368 /L   16.4839  207.1232049
 2018-Jul-09 00:00     20 48 05.85 -23 37 58.4   98.11873  22.29729   1.414485740603  -1.5541543  0.42001956888900  -5.3562727  157.7838 /L   15.7720  207.7282445
 2018-Jul-10 00:00     20 47 31.44 -23 44 18.4   98.28569  22.45931   1.413593154495  -1.5367078  0.41698969914220  -5.1354755  158.8370 /L   15.0519  208.3340519
 2018-Jul-11 00:00     20 46 54.07 -23 50 43.7   98.44661  22.61667   1.412710701363  -1.5190678  0.41408839207720  -4.9110718  159.8952 /L   14.3244  208.9406199
 2018-Jul-12 00:00     20 46 13.81 -23 57 13.7   98.60099  22.76902   1.411838492586  -1.5012357  0.41131768913101  -4.6832218  160.9570 /L   13.5907  209.5479411
 2018-Jul-13 00:00     20 45 30.76 -24 03 47.2   98.74833  22.91600   1.410976638637  -1.4832131  0.40867951130745  -4.4521825  162.0207 /L   12.8522  210.1560081
 2018-Jul-14 00:00     20 44 45.01 -24 10 23.5   98.88814  23.05727   1.410125249062  -1.4650016  0.40617560523714  -4.2182970  163.0839 /L   12.1106  210.7648132
 2018-Jul-15 00:00     20 43 56.69 -24 17 01.3   99.01993  23.19249   1.409284432450  -1.4466029  0.40380750226151  -3.9819606  164.1442 /L   11.3680  211.3743487
 2018-Jul-16 00:00     20 43 05.91 -24 23 39.9   99.14325  23.32133   1.408454296409  -1.4280187  0.40157650135286  -3.7435749  165.1983 /L   10.6268  211.9846068
 2018-Jul-17 00:00     20 42 12.81 -24 30 18.0   99.25765  23.44351   1.407634947540  -1.4092509  0.39948367792684  -3.5035071  166.2418 /L    9.8903  212.5955794
 2018-Jul-18 00:00     20 41 17.54 -24 36 54.8   99.36270  23.55873   1.406826491410  -1.3903011  0.39752991119594  -3.2620676  167.2696 /L    9.1625  213.2072583
 2018-Jul-19 00:00     20 40 20.23 -24 43 29.1   99.45801  23.66673   1.406029032525  -1.3711713  0.39571591839812  -3.0195080  168.2748 /L    8.4485  213.8196352
 2018-Jul-20 00:00     20 39 21.03 -24 50 00.0   99.54321  23.76725   1.405242674307  -1.3518634  0.39404228607999  -2.7760317  169.2483 /L    7.7552  214.4327017
 2018-Jul-21 00:00     20 38 20.11 -24 56 26.4   99.61797  23.86006   1.404467519070  -1.3323793  0.39250949349576  -2.5318093  170.1778 /L    7.0915  215.0464491
 2018-Jul-22 00:00     20 37 17.61 -25 02 47.3   99.68198  23.94495   1.403703667991  -1.3127210  0.39111792759907  -2.2869918  171.0469 /L    6.4696  215.6608689
 2018-Jul-23 00:00     20 36 13.70 -25 09 01.8   99.73497  24.02173   1.402951221085  -1.2928904  0.38986789151731  -2.0417196  171.8339 /L    5.9055  216.2759522
 2018-Jul-24 00:00     20 35 08.55 -25 15 08.8   99.77670  24.09021   1.402210277181  -1.2728898  0.38875960899775  -1.7961277  172.5104 /L    5.4199  216.8916900
 2018-Jul-25 00:00     20 34 02.32 -25 21 07.4   99.80698  24.15024   1.401480933894  -1.2527211  0.38779322689603  -1.5503477  173.0418 /L    5.0383  217.5080732
 2018-Jul-26 00:00     20 32 55.21 -25 26 56.7   99.82565  24.20169   1.400763287603  -1.2323867  0.38696881701496  -1.3045080  173.3912 /L    4.7874  218.1250925
 2018-Jul-27 00:00     20 31 47.37 -25 32 35.7   99.83259  24.24445   1.400057433423  -1.2118887  0.38628637787553  -1.0587338  173.5278 /L    4.6901  218.7427385
 2018-Jul-28 00:00     20 30 39.00 -25 38 03.7   99.82772  24.27842   1.399363465178  -1.1912293  0.38574583647546  -0.8131477  173.4375 /L    4.7568  219.3610019
 2018-Jul-29 00:00     20 29 30.28 -25 43 19.8   99.81101  24.30355   1.398681475384  -1.1704108  0.38534704980906  -0.5678697  173.1289 /T    4.9815  219.9798729
 2018-Jul-30 00:00     20 28 21.40 -25 48 23.2   99.78244  24.31978   1.398011555218  -1.1494356  0.38508980586860  -0.3230189  172.6296 /T    5.3443  220.5993418
 2018-Jul-31 00:00     20 27 12.55 -25 53 13.1   99.74208  24.32711   1.397353794492  -1.1283060  0.38497382395908  -0.0787142  171.9756 /T    5.8189  221.2193989
 2018-Aug-01 00:00     20 26 03.91 -25 57 49.0   99.69000  24.32553   1.396708281636  -1.1070245  0.38499875432607   0.1649239  171.2023 /T    6.3798  221.8400340
 2018-Aug-02 00:00     20 24 55.68 -26 02 10.1   99.62633  24.31509   1.396075103663  -1.0855935  0.38516417719358   0.4077732  170.3395 /T    7.0052  222.4612370
 2018-Aug-03 00:00     20 23 48.06 -26 06 15.8   99.55123  24.29582   1.395454346153  -1.0640156  0.38546960121995   0.6497080  169.4104 /T    7.6779  223.0829978
 2018-Aug-04 00:00     20 22 41.23 -26 10 05.6   99.46492  24.26781   1.394846093227  -1.0422933  0.38591446103478   0.8905970  168.4324 /T    8.3852  223.7053058
 2018-Aug-05 00:00     20 21 35.39 -26 13 39.0   99.36764  24.23117   1.394250427524  -1.0204292  0.38649811291952   1.1302992  167.4188 /T    9.1174  224.3281507
 2018-Aug-06 00:00     20 20 30.73 -26 16 55.5   99.25966  24.18600   1.393667430177  -0.9984258  0.38721982695416   1.3686556  166.3791 /T    9.8672  224.9515219
 2018-Aug-07 00:00     20 19 27.44 -26 19 54.8   99.14132  24.13247   1.393097180788  -0.9762859  0.38807877338539   1.6054773  165.3208 /T   10.6291  225.5754088
 2018-Aug-08 00:00     20 18 25.72 -26 22 36.5   99.01295  24.07074   1.392539757409  -0.9540121  0.38907400116765   1.8405306  164.2496 /T   11.3986  226.1998004
 2018-Aug-09 00:00     20 17 25.75 -26 25 00.4   98.87496  24.00101   1.391995236516  -0.9316073  0.39020440837781   2.0735252  163.1700 /T   12.1725  226.8246860
 2018-Aug-10 00:00     20 16 27.72 -26 27 06.3   98.72774  23.92350   1.391463692990  -0.9090742  0.39146870795657   2.3041114  162.0854 /T   12.9479  227.4500543
 2018-Aug-11 00:00     20 15 31.81 -26 28 53.9   98.57176  23.83844   1.390945200089  -0.8864157  0.39286539706732   2.5318960  160.9988 /T   13.7226  228.0758943
 2018-Aug-12 00:00     20 14 38.19 -26 30 23.2   98.40747  23.74613   1.390439829433  -0.8636345  0.39439274136885   2.7564777  159.9126 /T   14.4946  228.7021948
 2018-Aug-13 00:00     20 13 47.04 -26 31 34.2   98.23537  23.64683   1.389947650982  -0.8407336  0.39604878322590   2.9774923  158.8288 /T   15.2624  229.3289443
 2018-Aug-14 00:00     20 12 58.50 -26 32 26.9   98.05595  23.54088   1.389468733013  -0.8177159  0.39783137490733   3.1946508  157.7489 /T   16.0247  229.9561316
 2018-Aug-15 00:00     20 12 12.71 -26 33 01.4   97.86971  23.42858   1.389003142103  -0.7945843  0.39973822856407   3.4077580  156.6744 /T   16.7803  230.5837450
 2018-Aug-16 00:00     20 11 29.79 -26 33 17.9   97.67717  23.31028   1.388550943104  -0.7713419  0.40176697012700   3.6167084  155.6065 /T   17.5281  231.2117730
 2018-Aug-17 00:00     20 10 49.85 -26 33 16.5   97.47884  23.18630   1.388112199128  -0.7479917  0.40391518622845   3.8214678  154.5462 /T   18.2675  231.8402038
 2018-Aug-18 00:00     20 10 13.00 -26 32 57.5   97.27521  23.05699   1.387686971529  -0.7245368  0.40618045896437   4.0220512  153.4942 /T   18.9977  232.4690256
 2018-Aug-19 00:00     20 09 39.30 -26 32 21.1   97.06680  22.92268   1.387275319880  -0.7009802  0.40856038866399   4.2185041  152.4512 /T   19.7180  233.0982263
 2018-Aug-20 00:00     20 09 08.84 -26 31 27.6   96.85410  22.78370   1.386877301960  -0.6773252  0.41105260771377   4.4108907  151.4180 /T   20.4281  233.7277941
 2018-Aug-21 00:00     20 08 41.68 -26 30 17.2   96.63757  22.64038   1.386492973735  -0.6535747  0.41365478903780   4.5992866  150.3948 /T   21.1274  234.3577170
 2018-Aug-22 00:00     20 08 17.86 -26 28 50.4   96.41771  22.49302   1.386122389338  -0.6297321  0.41636465211869   4.7837772  149.3823 /T   21.8156  234.9879827
 2018-Aug-23 00:00     20 07 57.43 -26 27 07.4   96.19497  22.34196   1.385765601059  -0.6058005  0.41917996835460   4.9644570  148.3806 /T   22.4924  235.6185791
 2018-Aug-24 00:00     20 07 40.41 -26 25 08.6   95.96979  22.18747   1.385422659323  -0.5817831  0.42209856655628   5.1414304  147.3901 /T   23.1575  236.2494938
 2018-Aug-25 00:00     20 07 26.84 -26 22 54.2   95.74260  22.02987   1.385093612676  -0.5576834  0.42511833864078   5.3148115  146.4111 /T   23.8107  236.8807144
 2018-Aug-26 00:00     20 07 16.73 -26 20 24.6   95.51382  21.86942   1.384778507772  -0.5335044  0.42823724508683   5.4847234  145.4435 /T   24.4519  237.5122285
 2018-Aug-27 00:00     20 07 10.09 -26 17 40.1   95.28385  21.70640   1.384477389357  -0.5092497  0.43145331946038   5.6512957  144.4878 /T   25.0809  238.1440234
 2018-Aug-28 00:00     20 07 06.91 -26 14 41.1   95.05307  21.54108   1.384190300256  -0.4849224  0.43476467128070   5.8146612  143.5438 /T   25.6977  238.7760867
 2018-Aug-29 00:00     20 07 07.20 -26 11 27.9   94.82184  21.37369   1.383917281361  -0.4605259  0.43816948664170   5.9749515  142.6117 /T   26.3020  239.4084057
 2018-Aug-30 00:00     20 07 10.96 -26 08 00.7   94.59053  21.20448   1.383658371614  -0.4360637  0.44166602625037   6.1322927  141.6915 /T   26.8940  240.0409677
 2018-Aug-31 00:00     20 07 18.16 -26 04 19.9   94.35945  21.03368   1.383413607993  -0.4115391  0.44525262077240   6.2868001  140.7832 /T   27.4736  240.6737600
 2018-Sep-01 00:00     20 07 28.80 -26 00 25.7   94.12894  20.86149   1.383183025504  -0.3869556  0.44892766345841   6.4385743  139.8869 /T   28.0408  241.3067696
 2018-Sep-02 00:00     20 07 42.85 -25 56 18.5   93.89930  20.68813   1.382966657167  -0.3623166  0.45268959989957   6.5876951  139.0024 /T   28.5955  241.9399837
 2018-Sep-03 00:00     20 08 00.30 -25 51 58.4   93.67083  20.51378   1.382764534003  -0.3376256  0.45653691447969   6.7342159  138.1299 /T   29.1378  242.5733893
 2018-Sep-04 00:00     20 08 21.12 -25 47 25.8   93.44381  20.33865   1.382576685026  -0.3128862  0.46046811286252   6.8781557  137.2692 /T   29.6677  243.2069735
 2018-Sep-05 00:00     20 08 45.29 -25 42 40.8   93.21849  20.16290   1.382403137228  -0.2881016  0.46448170004687   7.0194920  136.4204 /T   30.1852  243.8407234
 2018-Sep-06 00:00     20 09 12.79 -25 37 43.8   92.99515  19.98672   1.382243915575  -0.2632756  0.46857615457655   7.1581555  135.5833 /T   30.6904  244.4746257
 2018-Sep-07 00:00     20 09 43.59 -25 32 34.8   92.77403  19.81026   1.382099042998  -0.2384116  0.47274990162878   7.2940318  134.7580 /T   31.1833  245.1086676
 2018-Sep-08 00:00     20 10 17.66 -25 27 14.1   92.55534  19.63370   1.381968540378  -0.2135133  0.47700129044007   7.4269756  133.9443 /T   31.6639  245.7428357
 2018-Sep-09 00:00     20 10 54.97 -25 21 41.9   92.33931  19.45719   1.381852426547  -0.1885841  0.48132858331419   7.5568365  133.1423 /T   32.1324  246.3771169
 2018-Sep-10 00:00     20 11 35.48 -25 15 58.4   92.12614  19.28088   1.381750718278  -0.1636276  0.48572996224460   7.6834925  132.3519 /T   32.5888  247.0114981
 2018-Sep-11 00:00     20 12 19.15 -25 10 03.8   91.91599  19.10492   1.381663430283  -0.1386474  0.49020355421715   7.8068790  131.5729 /T   33.0332  247.6459659
 2018-Sep-12 00:00     20 13 05.92 -25 03 58.2   91.70902  18.92946   1.381590575211  -0.1136471  0.49474746964425   7.9270042  130.8053 /T   33.4658  248.2805074
 2018-Sep-13 00:00     20 13 55.75 -24 57 42.0   91.50536  18.75461   1.381532163637  -0.0886302  0.49935984406668   8.0439451  130.0488 /T   33.8867  248.9151091
 2018-Sep-14 00:00     20 14 48.58 -24 51 15.1   91.30514  18.58051   1.381488204067  -0.0636003  0.50403887371222   8.1578314  129.3034 /T   34.2961  249.5497579
 2018-Sep-15 00:00     20 15 44.34 -24 44 37.8   91.10844  18.40726   1.381458702930  -0.0385611  0.50878283968872   8.2688237  128.5688 /T   34.6941  250.1844404
 2018-Sep-16 00:00     20 16 42.97 -24 37 50.3   90.91536  18.23497   1.381443664583  -0.0135161  0.51359012043430   8.3770959  127.8449 /T   35.0809  250.8191434
 2018-Sep-17 00:00     20 17 44.39 -24 30 52.7   90.72595  18.06372   1.381443091305   0.0115310  0.51845919518844   8.4828217  127.1314 /T   35.4568  251.4538535
 2018-Sep-18 00:00     20 18 48.55 -24 23 45.0   90.54028  17.89359   1.381456983298   0.0365766  0.52338864220415   8.5861696  126.4281 /T   35.8220  252.0885575
 2018-Sep-19 00:00     20 19 55.38 -24 16 27.6   90.35840  17.72465   1.381485338690   0.0616173  0.52837713492343   8.6873010  125.7348 /T   36.1766  252.7232421
 2018-Sep-20 00:00     20 21 04.79 -24 09 00.3   90.18032  17.55697   1.381528153533   0.0866494  0.53342343829023   8.7863716  125.0512 /T   36.5209  253.3578940
 2018-Sep-21 00:00     20 22 16.73 -24 01 23.5   90.00610  17.39061   1.381585421808   0.1116692  0.53852640632898   8.8835347  124.3772 /T   36.8551  253.9925001
 2018-Sep-22 00:00     20 23 31.13 -23 53 37.1   89.83573  17.22560   1.381657135425   0.1366733  0.54368498127112   8.9789428  123.7124 /T   37.1794  254.6270469
 2018-Sep-23 00:00     20 24 47.91 -23 45 41.2   89.66923  17.06200   1.381743284225   0.1616580  0.54889819386446   9.0727499  123.0568 /T   37.4941  255.2615213
 2018-Sep-24 00:00     20 26 07.01 -23 37 36.0   89.50661  16.89984   1.381843855982   0.1866198  0.55416516401513   9.1651106  122.4099 /T   37.7992  255.8959100
 2018-Sep-25 00:00     20 27 28.36 -23 29 21.5   89.34787  16.73914   1.381958836412   0.2115550  0.55948510058534   9.2561777  121.7716 /T   38.0950  256.5301996
 2018-Sep-26 00:00     20 28 51.89 -23 20 57.7   89.19300  16.57994   1.382088209176   0.2364602  0.56485729905781   9.3460973  121.1417 /T   38.3818  257.1643772
 2018-Sep-27 00:00     20 30 17.55 -23 12 24.8   89.04199  16.42225   1.382231955881   0.2613318  0.57028113594130   9.4350028  120.5200 /T   38.6597  257.7984296
 2018-Sep-28 00:00     20 31 45.28 -23 03 42.8   88.89483  16.26609   1.382390056092   0.2861663  0.57575605923313   9.5230073  119.9061 /T   38.9289  258.4323436
 2018-Sep-29 00:00     20 33 15.01 -22 54 51.7   88.75153  16.11147   1.382562487333   0.3109602  0.58128157486107   9.6101972  119.3000 /T   39.1895  259.0661061
 2018-Sep-30 00:00     20 34 46.68 -22 45 51.6   88.61205  15.95840   1.382749225096   0.3357098  0.58685722960053   9.6966267  118.7015 /T   39.4418  259.6997041
 2018-Oct-01 00:00     20 36 20.26 -22 36 42.5   88.47640  15.80688   1.382950242852   0.3604118  0.59248259131617   9.7823140  118.1103 /T   39.6859  260.3331244
 2018-Oct-02 00:00     20 37 55.68 -22 27 24.5   88.34457  15.65692   1.383165512051   0.3850625  0.59815722747072   9.8672394  117.5262 /T   39.9219  260.9663541
 2018-Oct-03 00:00     20 39 32.89 -22 17 57.5   88.21654  15.50853   1.383395002137   0.4096587  0.60388068283971   9.9513442  116.9492 /T   40.1500  261.5993803
 2018-Oct-04 00:00     20 41 11.87 -22 08 21.7   88.09231  15.36170   1.383638680559   0.4341968  0.60965245756751  10.0345331  116.3791 /T   40.3703  262.2321900
 2018-Oct-05 00:00     20 42 52.55 -21 58 36.9   87.97186  15.21645   1.383896512776   0.4586734  0.61547198733672  10.1166796  115.8156 /T   40.5830  262.8647705
 2018-Oct-06 00:00     20 44 34.89 -21 48 43.3   87.85520  15.07278   1.384168462272   0.4830850  0.62133862841296  10.1976376  115.2589 /T   40.7881  263.4971090
 2018-Oct-07 00:00     20 46 18.86 -21 38 40.9   87.74229  14.93069   1.384454490562   0.5074284  0.62725165109376  10.2772588  114.7086 /T   40.9858  264.1291927
 2018-Oct-08 00:00     20 48 04.42 -21 28 29.6   87.63313  14.79019   1.384754557209   0.5317001  0.63321024470845  10.3554149  114.1647 /T   41.1762  264.7610089
 2018-Oct-09 00:00     20 49 51.51 -21 18 09.6   87.52768  14.65129   1.385068619832   0.5558967  0.63921353515775  10.4320177  113.6270 /T   41.3595  265.3925449
 2018-Oct-10 00:00     20 51 40.09 -21 07 40.8   87.42591  14.51398   1.385396634122   0.5800149  0.64526061250883  10.5070326  113.0955 /T   41.5357  266.0237883
 2018-Oct-11 00:00     20 53 30.13 -20 57 03.3   87.32780  14.37828   1.385738553855   0.6040514  0.65135056303254  10.5804803  112.5699 /T   41.7050  266.6547266
 2018-Oct-12 00:00     20 55 21.56 -20 46 17.2   87.23328  14.24418   1.386094330903   0.6280030  0.65748249906646  10.6524282  112.0502 /T   41.8676  267.2853474
 2018-Oct-13 00:00     20 57 14.34 -20 35 22.5   87.14231  14.11169   1.386463915254   0.6518664  0.66365558168411  10.7229750  111.5363 /T   42.0236  267.9156385
 2018-Oct-14 00:00     20 59 08.43 -20 24 19.2   87.05484  13.98079   1.386847255022   0.6756383  0.66986903421994  10.7922351  111.0278 /T   42.1731  268.5455874
 2018-Oct-15 00:00     21 01 03.77 -20 13 07.5   86.97081  13.85149   1.387244296466   0.6993156  0.67612214756040  10.8603264  110.5248 /T   42.3164  269.1751819
 2018-Oct-16 00:00     21 03 00.32 -20 01 47.4   86.89015  13.72378   1.387654984001   0.7228951  0.68241427973305  10.9273627  110.0270 /T   42.4535  269.8044101
 2018-Oct-17 00:00     21 04 58.03 -19 50 18.8   86.81282  13.59763   1.388079260220   0.7463735  0.68874485265008  10.9934512  109.5343 /T   42.5847  270.4332597
