 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC      Illu%  Ang-diam                r        rdot             delta      deldot     S-O-T /r     S-T-O  App_Lon_Sun
******************************************************************************************************************************************************************
$$SOE
 2015-Dec-17 00:00     13 15 36.12 -06 23 21.8   92.24534  5.127689   1.662694251148  -0.4461937  1.82641720869603 -16.0130552   64.6355 /L   32.3356   82.4739460
 2015-Dec-18 00:00     13 17 44.45 -06 36 12.8   92.18239  5.153838   1.662431645713  -0.4631341  1.81715080089190 -16.0766829   65.0799 /L   32.4702   82.9122098
 2015-Dec-19 00:00     13 19 52.66 -06 49 00.0   92.11979  5.180358   1.662159262025  -0.4800529  1.80784807578068 -16.1388456   65.5256 /L   32.6037   83.3506149
 2015-Dec-20 00:00     13 22 00.74 -07 01 43.3   92.05755  5.207255   1.661877112753  -0.4969493  1.79850984466517 -16.1996684   65.9724 /L   32.7358   83.7891662
 2015-Dec-21 00:00     13 24 08.69 -07 14 22.6   91.99570  5.234535   1.661585211038  -0.5138225  1.78913683909010 -16.2593008   66.4205 /L   32.8667   84.2278692
 2015-Dec-22 00:00     13 26 16.51 -07 26 57.8   91.93423  5.262204   1.661283570489  -0.5306718  1.77972969988220 -16.3179055   66.8697 /L   32.9963   84.6667289
 2015-Dec-23 00:00     13 28 24.21 -07 39 28.9   91.87317  5.290266   1.660972205185  -0.5474963  1.77028897371083 -16.3756430   67.3202 /L   33.1246   85.1057505
 2015-Dec-24 00:00     13 30 31.78 -07 51 55.8   91.81252  5.318730   1.660651129681  -0.5642952  1.76081511929520 -16.4326543   67.7719 /L   33.2516   85.5449393
 2015-Dec-25 00:00     13 32 39.23 -08 04 18.5   91.75230  5.347601   1.660320359001  -0.5810677  1.75130852383474 -16.4890437   68.2248 /L   33.3772   85.9843005
 2015-Dec-26 00:00     13 34 46.55 -08 16 36.9   91.69254  5.376888   1.659979908644  -0.5978130  1.74176952769992 -16.5448678   68.6790 /L   33.5016   86.4238394
 2015-Dec-27 00:00     13 36 53.74 -08 28 50.9   91.63323  5.406598   1.659629794586  -0.6145301  1.73219845302786 -16.6001336   69.1345 /L   33.6245   86.8635612
 2015-Dec-28 00:00     13 39 00.80 -08 41 00.5   91.57441  5.436737   1.659270033275  -0.6312183  1.72259563093550 -16.6548048   69.5913 /L   33.7461   87.3034711
 2015-Dec-29 00:00     13 41 07.72 -08 53 05.5   91.51610  5.467315   1.658900641639  -0.6478768  1.71296142308772 -16.7088141   70.0495 /L   33.8662   87.7435744
 2015-Dec-30 00:00     13 43 14.50 -09 05 06.0   91.45831  5.498339   1.658521637079  -0.6645048  1.70329623566216 -16.7620767   70.5091 /L   33.9849   88.1838762
 2015-Dec-31 00:00     13 45 21.13 -09 17 01.7   91.40108  5.529816   1.658133037474  -0.6811014  1.69360052611214 -16.8145014   70.9701 /L   34.1021   88.6243817
 2016-Jan-01 00:00     13 47 27.62 -09 28 52.8   91.34442  5.561756   1.657734861182  -0.6976658  1.68387480465406 -16.8659976   71.4325 /L   34.2177   89.0650962
 2016-Jan-02 00:00     13 49 33.94 -09 40 39.0   91.28836  5.594164   1.657327127041  -0.7141972  1.67411963290244 -16.9164781   71.8964 /L   34.3318   89.5060250
 2016-Jan-03 00:00     13 51 40.10 -09 52 20.4   91.23293  5.627050   1.656909854368  -0.7306947  1.66433562184103 -16.9658587   72.3617 /L   34.4443   89.9471733
 2016-Jan-04 00:00     13 53 46.10 -10 03 56.7   91.17816  5.660422   1.656483062961  -0.7471575  1.65452343074526 -17.0140558   72.8286 /L   34.5552   90.3885463
 2016-Jan-05 00:00     13 55 51.91 -10 15 28.1   91.12407  5.694286   1.656046773100  -0.7635848  1.64468376802389 -17.0609822   73.2970 /L   34.6644   90.8301494
 2016-Jan-06 00:00     13 57 57.54 -10 26 54.3   91.07068  5.728652   1.655601005549  -0.7799756  1.63481739430789 -17.1065436   73.7670 /L   34.7718   91.2719875
 2016-Jan-07 00:00     14 00 02.98 -10 38 15.4   91.01804  5.763527   1.655145781558  -0.7963294  1.62492512744336 -17.1506360   74.2385 /L   34.8775   91.7140660
 2016-Jan-08 00:00     14 02 08.21 -10 49 31.2   90.96616  5.798919   1.654681122862  -0.8126450  1.61500784828629 -17.1931456   74.7117 /L   34.9814   92.1563902
 2016-Jan-09 00:00     14 04 13.24 -11 00 41.7   90.91508  5.834836   1.654207051689  -0.8289218  1.60506650538295 -17.2339527   75.1864 /L   35.0834   92.5989652
 2016-Jan-10 00:00     14 06 18.04 -11 11 46.8   90.86483  5.871286   1.653723590758  -0.8451587  1.59510211596977 -17.2729410   75.6628 /L   35.1835   93.0417965
 2016-Jan-11 00:00     14 08 22.62 -11 22 46.4   90.81543  5.908275   1.653230763287  -0.8613550  1.58511576064069 -17.3100098   76.1408 /L   35.2816   93.4848892
 2016-Jan-12 00:00     14 10 26.97 -11 33 40.6   90.76692  5.945812   1.652728592991  -0.8775099  1.57510856990715 -17.3450892   76.6204 /L   35.3778   93.9282485
 2016-Jan-13 00:00     14 12 31.07 -11 44 29.1   90.71932  5.983905   1.652217104087  -0.8936223  1.56508170275771 -17.3781523   77.1017 /L   35.4720   94.3718798
 2016-Jan-14 00:00     14 14 34.92 -11 55 12.1   90.67265  6.022560   1.651696321294  -0.9096916  1.55503631962289 -17.4092213   77.5846 /L   35.5641   94.8157882
 2016-Jan-15 00:00     14 16 38.52 -12 05 49.3   90.62694  6.061787   1.651166269840  -0.9257167  1.54497355383175 -17.4383671   78.0692 /L   35.6541   95.2599789
 2016-Jan-16 00:00     14 18 41.86 -12 16 20.8   90.58222  6.101592   1.650626975461  -0.9416969  1.53489448590227 -17.4657000   78.5554 /L   35.7419   95.7044572
 2016-Jan-17 00:00     14 20 44.93 -12 26 46.6   90.53850  6.141985   1.650078464406  -0.9576311  1.52480012386108 -17.4913584   79.0432 /L   35.8277   96.1492285
 2016-Jan-18 00:00     14 22 47.73 -12 37 06.6   90.49581  6.182976   1.649520763436  -0.9735186  1.51469139104416 -17.5154950   79.5328 /L   35.9112   96.5942979
 2016-Jan-19 00:00     14 24 50.25 -12 47 20.7   90.45416  6.224573   1.648953899825  -0.9893584  1.50456912141598 -17.5382645   80.0240 /L   35.9925   97.0396709
 2016-Jan-20 00:00     14 26 52.48 -12 57 29.0   90.41358  6.266787   1.648377901367  -1.0051496  1.49443406178923 -17.5598123   80.5169 /L   36.0716   97.4853525
 2016-Jan-21 00:00     14 28 54.42 -13 07 31.4   90.37410  6.309629   1.647792796371  -1.0208914  1.48428688023646 -17.5802642   81.0116 /L   36.1484   97.9313480
 2016-Jan-22 00:00     14 30 56.07 -13 17 27.9   90.33573  6.353111   1.647198613666  -1.0365828  1.47412817996078 -17.5997177   81.5080 /L   36.2229   98.3776626
 2016-Jan-23 00:00     14 32 57.40 -13 27 18.4   90.29850  6.397244   1.646595382601  -1.0522230  1.46395851755520 -17.6182359   82.0062 /L   36.2951   98.8243016
 2016-Jan-24 00:00     14 34 58.42 -13 37 02.9   90.26245  6.442041   1.645983133047  -1.0678110  1.45377842392925 -17.6358446   82.5063 /L   36.3649   99.2712703
 2016-Jan-25 00:00     14 36 59.12 -13 46 41.3   90.22759  6.487514   1.645361895403  -1.0833459  1.44358842557142 -17.6525339   83.0082 /L   36.4323   99.7185740
 2016-Jan-26 00:00     14 38 59.48 -13 56 13.7   90.19396  6.533676   1.644731700590  -1.0988268  1.43338906368638 -17.6682639   83.5122 /L   36.4972  100.1662179
 2016-Jan-27 00:00     14 40 59.48 -14 05 40.0   90.16159  6.580541   1.644092580059  -1.1142528  1.42318090929613 -17.6829727   84.0181 /L   36.5595  100.6142073
 2016-Jan-28 00:00     14 42 59.12 -14 15 00.1   90.13052  6.628121   1.643444565789  -1.1296229  1.41296457344656 -17.6965849   84.5260 /L   36.6193  101.0625474
 2016-Jan-29 00:00     14 44 58.39 -14 24 14.1   90.10078  6.676430   1.642787690289  -1.1449363  1.40274071280565 -17.7090189   85.0361 /L   36.6764  101.5112434
 2016-Jan-30 00:00     14 46 57.26 -14 33 21.8   90.07242  6.725481   1.642121986603  -1.1601921  1.39251003180247 -17.7201916   85.5483 /L   36.7309  101.9603006
 2016-Jan-31 00:00     14 48 55.72 -14 42 23.3   90.04547  6.775288   1.641447488309  -1.1753893  1.38227328287437 -17.7300199   86.0627 /L   36.7825  102.4097242
 2016-Feb-01 00:00     14 50 53.76 -14 51 18.5   90.01996  6.825865   1.640764229523  -1.1905270  1.37203126640879 -17.7384205   86.5794 /L   36.8314  102.8595196
 2016-Feb-02 00:00     14 52 51.36 -15 00 07.3   89.99595  6.877225   1.640072244900  -1.2056041  1.36178483172108 -17.7453066   87.0984 /L   36.8773  103.3096920
 2016-Feb-03 00:00     14 54 48.50 -15 08 49.9   89.97346  6.929381   1.639371569636  -1.2206199  1.35153488001005 -17.7505846   87.6199 /L   36.9203  103.7602467
 2016-Feb-04 00:00     14 56 45.16 -15 17 26.0   89.95256  6.982348   1.638662239473  -1.2355733  1.34128236969866 -17.7541494   88.1437 /L   36.9602  104.2111889
 2016-Feb-05 00:00     14 58 41.32 -15 25 55.7   89.93327  7.036139   1.637944290696  -1.2504634  1.33102832382688 -17.7558820   88.6700 /L   36.9970  104.6625237
 2016-Feb-06 00:00     15 00 36.97 -15 34 19.0   89.91564  7.090767   1.637217760137  -1.2652893  1.32077383813262 -17.7556502   89.1989 /L   37.0306  105.1142566
 2016-Feb-07 00:00     15 02 32.09 -15 42 35.8   89.89972  7.146247   1.636482685182  -1.2800501  1.31052008718101 -17.7533149   89.7304 /L   37.0609  105.5663926
 2016-Feb-08 00:00     15 04 26.65 -15 50 46.1   89.88554  7.202590   1.635739103766  -1.2947446  1.30026832476168 -17.7487437   90.2645 /L   37.0879  106.0189371
 2016-Feb-09 00:00     15 06 20.64 -15 58 49.9   89.87316  7.259811   1.634987054382  -1.3093721  1.29001987455967 -17.7418305   90.8013 /L   37.1115  106.4718954
 2016-Feb-10 00:00     15 08 14.04 -16 06 47.2   89.86261  7.317921   1.634226576081  -1.3239314  1.27977610872103 -17.7325169   91.3408 /L   37.1316  106.9252728
 2016-Feb-11 00:00     15 10 06.83 -16 14 37.9   89.85394  7.376933   1.633457708471  -1.3384217  1.26953841555116 -17.7208068   91.8831 /L   37.1481  107.3790744
 2016-Feb-12 00:00     15 11 58.98 -16 22 22.1   89.84717  7.436861   1.632680491722  -1.3528420  1.25930816186296 -17.7067700   92.4282 /L   37.1610  107.8333055
 2016-Feb-13 00:00     15 13 50.50 -16 29 59.8   89.84235  7.497718   1.631894966569  -1.3671913  1.24908665799897 -17.6905294   92.9761 /L   37.1702  108.2879712
 2016-Feb-14 00:00     15 15 41.35 -16 37 31.0   89.83951  7.559519   1.631101174312  -1.3814686  1.23887513260813 -17.6722411   93.5268 /L   37.1756  108.7430769
 2016-Feb-15 00:00     15 17 31.53 -16 44 55.6   89.83867  7.622278   1.630299156821  -1.3956729  1.22867472050468 -17.6520704   94.0805 /L   37.1773  109.1986278
 2016-Feb-16 00:00     15 19 21.01 -16 52 13.8   89.83988  7.686011   1.629488956535  -1.4098033  1.21848646275718 -17.6301739   94.6371 /L   37.1750  109.6546292
 2016-Feb-17 00:00     15 21 09.78 -16 59 25.5   89.84316  7.750734   1.628670616467  -1.4238587  1.20831131563663 -17.6066873   95.1967 /L   37.1689  110.1110863
 2016-Feb-18 00:00     15 22 57.82 -17 06 30.8   89.84855  7.816466   1.627844180210  -1.4378381  1.19815016466797 -17.5817193   95.7593 /L   37.1587  110.5680044
 2016-Feb-19 00:00     15 24 45.12 -17 13 29.6   89.85608  7.883224   1.627009691930  -1.4517405  1.18800384097393 -17.5553494   96.3251 /L   37.1445  111.0253886
 2016-Feb-20 00:00     15 26 31.64 -17 20 22.0   89.86580  7.951026   1.626167196378  -1.4655650  1.17787313830531 -17.5276275   96.8941 /L   37.1261  111.4832442
 2016-Feb-21 00:00     15 28 17.37 -17 27 08.0   89.87774  8.019892   1.625316738885  -1.4793105  1.16775882996425 -17.4985748   97.4663 /L   37.1034  111.9415763
 2016-Feb-22 00:00     15 30 02.29 -17 33 47.7   89.89194  8.089842   1.624458365370  -1.4929761  1.15766168511102 -17.4681848   98.0420 /L   37.0765  112.4003903
 2016-Feb-23 00:00     15 31 46.37 -17 40 21.1   89.90845  8.160895   1.623592122341  -1.5065606  1.14758248388960 -17.4364264   98.6211 /L   37.0452  112.8596913
 2016-Feb-24 00:00     15 33 29.58 -17 46 48.1   89.92731  8.233071   1.622718056897  -1.5200630  1.13752203070289 -17.4032474   99.2037 /L   37.0093  113.3194847
 2016-Feb-25 00:00     15 35 11.90 -17 53 08.9   89.94857  8.306392   1.621836216733  -1.5334824  1.12748116503009 -17.3685793   99.7901 /L   36.9689  113.7797756
 2016-Feb-26 00:00     15 36 53.31 -17 59 23.4   89.97228  8.380876   1.620946650137  -1.5468176  1.11746076947455 -17.3323421  100.3802 /L   36.9238  114.2405692
 2016-Feb-27 00:00     15 38 33.76 -18 05 31.7   89.99849  8.456545   1.620049405999  -1.5600677  1.10746177518250 -17.2944483  100.9742 /L   36.8738  114.7018707
 2016-Feb-28 00:00     15 40 13.23 -18 11 33.7   90.02724  8.533418   1.619144533809  -1.5732316  1.09748516523624 -17.2548058  101.5722 /L   36.8189  115.1636853
 2016-Feb-29 00:00     15 41 51.68 -18 17 29.6   90.05859  8.611517   1.618232083662  -1.5863082  1.08753197696790 -17.2133188  102.1743 /L   36.7590  115.6260181
 2016-Mar-01 00:00     15 43 29.09 -18 23 19.3   90.09260  8.690861   1.617312106258  -1.5992966  1.07760330429628 -17.1698870  102.7807 /L   36.6939  116.0888745
 2016-Mar-02 00:00     15 45 05.43 -18 29 02.9   90.12931  8.771469   1.616384652907  -1.6121956  1.06770030114607 -17.1244022  103.3914 /L   36.6235  116.5522596
 2016-Mar-03 00:00     15 46 40.64 -18 34 40.5   90.16879  8.853362   1.615449775533  -1.6250042  1.05782418676247 -17.0767457  104.0066 /L   36.5476  117.0161786
 2016-Mar-04 00:00     15 48 14.71 -18 40 12.0   90.21107  8.936557   1.614507526674  -1.6377213  1.04797625323355 -17.0267834  104.6264 /L   36.4662  117.4806366
 2016-Mar-05 00:00     15 49 47.58 -18 45 37.4   90.25623  9.021075   1.613557959484  -1.6503459  1.03815787466794 -16.9743653  105.2509 /L   36.3791  117.9456389
 2016-Mar-06 00:00     15 51 19.23 -18 50 56.9   90.30431  9.106932   1.612601127735  -1.6628768  1.02837051614890 -16.9193276  105.8803 /L   36.2862  118.4111904
 2016-Mar-07 00:00     15 52 49.62 -18 56 10.4   90.35537  9.194144   1.611637085824  -1.6753131  1.01861573890760 -16.8615036  106.5147 /L   36.1873  118.8772965
 2016-Mar-08 00:00     15 54 18.70 -19 01 18.0   90.40945  9.282728   1.610665888769  -1.6876536  1.00889519675950 -16.8007434  107.1542 /L   36.0822  119.3439622
 2016-Mar-09 00:00     15 55 46.45 -19 06 19.8   90.46661  9.372699   1.609687592219  -1.6998972  0.99921061899958 -16.7369400  107.7988 /L   35.9709  119.8111928
 2016-Mar-10 00:00     15 57 12.82 -19 11 15.8   90.52688  9.464069   1.608702252451  -1.7120429  0.98956377800100 -16.6700546  108.4488 /L   35.8532  120.2789934
 2016-Mar-11 00:00     15 58 37.78 -19 16 06.0   90.59030  9.556853   1.607709926374  -1.7240894  0.97995644559328 -16.6001284  109.1042 /L   35.7290  120.7473691
 2016-Mar-12 00:00     16 00 01.29 -19 20 50.5   90.65692  9.651065   1.606710671530  -1.7360359  0.97039034813349 -16.5272746  109.7650 /L   35.5982  121.2163249
 2016-Mar-13 00:00     16 01 23.33 -19 25 29.5   90.72675  9.746717   1.605704546098  -1.7478810  0.96086713192073 -16.4516517  110.4315 /L   35.4605  121.6858660
 2016-Mar-14 00:00     16 02 43.85 -19 30 02.9   90.79982  9.843825   1.604691608893  -1.7596238  0.95138834654576 -16.3734307  111.1036 /L   35.3160  122.1559974
 2016-Mar-15 00:00     16 04 02.83 -19 34 30.8   90.87616  9.942402   1.603671919374  -1.7712632  0.94195544662458 -16.2927658  111.7816 /L   35.1644  122.6267244
 2016-Mar-16 00:00     16 05 20.22 -19 38 53.4   90.95580  10.04247   1.602645537639  -1.7827980  0.93256980671051 -16.2097781  112.4655 /L   35.0057  123.0980519
 2016-Mar-17 00:00     16 06 36.00 -19 43 10.6   91.03875  10.14403   1.601612524435  -1.7942270  0.92323274244989 -16.1245504  113.1554 /L   34.8397  123.5699851
 2016-Mar-18 00:00     16 07 50.12 -19 47 22.7   91.12504  10.24711   1.600572941158  -1.8055492  0.91394553250448 -16.0371288  113.8515 /L   34.6663  124.0425291
 2016-Mar-19 00:00     16 09 02.54 -19 51 29.6   91.21470  10.35172   1.599526849852  -1.8167634  0.90470943832983 -15.9475275  114.5540 /L   34.4853  124.5156887
 2016-Mar-20 00:00     16 10 13.23 -19 55 31.4   91.30773  10.45788   1.598474313215  -1.8278685  0.89552572102030 -15.8557343  115.2629 /L   34.2966  124.9894692
 2016-Mar-21 00:00     16 11 22.14 -19 59 28.3   91.40418  10.56560   1.597415394598  -1.8388634  0.88639565558422 -15.7617138  115.9785 /L   34.1001  125.4638754
 2016-Mar-22 00:00     16 12 29.23 -20 03 20.3   91.50404  10.67489   1.596350158011  -1.8497469  0.87732054333681 -15.6654107  116.7009 /L   33.8954  125.9389125
 2016-Mar-23 00:00     16 13 34.44 -20 07 07.4   91.60736  10.78577   1.595278668122  -1.8605180  0.86830172294349 -15.5667514  117.4303 /L   33.6826  126.4145853
 2016-Mar-24 00:00     16 14 37.74 -20 10 49.8   91.71414  10.89824   1.594200990261  -1.8711753  0.85934058033223 -15.4656460  118.1669 /L   33.4614  126.8908991
 2016-Mar-25 00:00     16 15 39.07 -20 14 27.5   91.82440  11.01232   1.593117190420  -1.8817178  0.85043855743980 -15.3619908  118.9109 /L   33.2316  127.3678587
 2016-Mar-26 00:00     16 16 38.38 -20 18 00.6   91.93816  11.12801   1.592027335256  -1.8921444  0.84159715967542 -15.2556701  119.6625 /L   32.9930  127.8454690
 2016-Mar-27 00:00     16 17 35.62 -20 21 29.1   92.05541  11.24531   1.590931492095  -1.9024538  0.83281796209364 -15.1465587  120.4218 /L   32.7455  128.3237351
 2016-Mar-28 00:00     16 18 30.74 -20 24 53.1   92.17618  11.36424   1.589829728925  -1.9126450  0.82410261450710 -15.0345231  121.1891 /L   32.4888  128.8026617
 2016-Mar-29 00:00     16 19 23.68 -20 28 12.7   92.30046  11.48478   1.588722114407  -1.9227168  0.81545284603402 -14.9194222  121.9646 /L   32.2227  129.2822539
 2016-Mar-30 00:00     16 20 14.38 -20 31 27.9   92.42825  11.60694   1.587608717868  -1.9326680  0.80687046976113 -14.8011061  122.7485 /L   31.9471  129.7625165
 2016-Mar-31 00:00     16 21 02.80 -20 34 38.8   92.55953  11.73071   1.586489609308  -1.9424974  0.79835738821782 -14.6794145  123.5411 /L   31.6617  130.2434545
 2016-Apr-01 00:00     16 21 48.87 -20 37 45.5   92.69431  11.85608   1.585364859399  -1.9522040  0.78991560011538 -14.5541743  124.3424 /L   31.3662  130.7250728
 2016-Apr-02 00:00     16 22 32.54 -20 40 47.9   92.83255  11.98303   1.584234539487  -1.9617864  0.78154720820436 -14.4251982  125.1528 /L   31.0606  131.2073761
 2016-Apr-03 00:00     16 23 13.75 -20 43 46.1   92.97422  12.11154   1.583098721591  -1.9712436  0.77325442702924 -14.2922872  125.9725 /L   30.7445  131.6903694
 2016-Apr-04 00:00     16 23 52.44 -20 46 40.1   93.11929  12.24159   1.581957478403  -1.9805744  0.76503958780671 -14.1552384  126.8016 /L   30.4178  132.1740573
 2016-Apr-05 00:00     16 24 28.55 -20 49 30.1   93.26770  12.37315   1.580810883293  -1.9897776  0.75690513596639 -14.0138628  127.6404 /L   30.0802  132.6584448
 2016-Apr-06 00:00     16 25 02.04 -20 52 15.9   93.41940  12.50618   1.579659010310  -1.9988521  0.74885361608448 -13.8680110  128.4890 /L   29.7316  133.1435365
 2016-Apr-07 00:00     16 25 32.85 -20 54 57.7   93.57431  12.64065   1.578501934181  -2.0077966  0.74088764060685 -13.7176018  129.3477 /L   29.3717  133.6293373
 2016-Apr-08 00:00     16 26 00.94 -20 57 35.4   93.73233  12.77650   1.577339730316  -2.0166100  0.73300984395632 -13.5626421  130.2165 /L   29.0004  134.1158519
 2016-Apr-09 00:00     16 26 26.26 -21 00 09.2   93.89336  12.91369   1.576172474808  -2.0252911  0.72522283089841 -13.4032253  131.0956 /L   28.6175  134.6030851
 2016-Apr-10 00:00     16 26 48.76 -21 02 39.0   94.05728  13.05215   1.575000244438  -2.0338387  0.71752913287996 -13.2395060  131.9851 /L   28.2229  135.0910415
 2016-Apr-11 00:00     16 27 08.41 -21 05 04.8   94.22395  13.19184   1.573823116673  -2.0422517  0.70993118412526 -13.0716593  132.8852 /L   27.8163  135.5797258
 2016-Apr-12 00:00     16 27 25.18 -21 07 26.7   94.39324  13.33269   1.572641169670  -2.0505287  0.70243132114099 -12.8998431  133.7960 /L   27.3977  136.0691426
 2016-Apr-13 00:00     16 27 39.02 -21 09 44.7   94.56496  13.47464   1.571454482280  -2.0586687  0.69503180047917 -12.7241739  134.7175 /L   26.9670  136.5592966
 2016-Apr-14 00:00     16 27 49.89 -21 11 58.8   94.73897  13.61760   1.570263134044  -2.0666704  0.68773482533174 -12.5447201  135.6500 /L   26.5239  137.0501924
 2016-Apr-15 00:00     16 27 57.77 -21 14 09.0   94.91507  13.76152   1.569067205206  -2.0745326  0.68054257252596 -12.3615060  136.5936 /L   26.0684  137.5418346
 2016-Apr-16 00:00     16 28 02.62 -21 16 15.3   95.09308  13.90630   1.567866776703  -2.0822541  0.67345721510507 -12.1745220  137.5484 /L   25.6003  138.0342277
 2016-Apr-17 00:00     16 28 04.40 -21 18 17.7   95.27278  14.05186   1.566661930176  -2.0898336  0.66648093914730 -11.9837340  138.5145 /L   25.1195  138.5273763
 2016-Apr-18 00:00     16 28 03.08 -21 20 16.1   95.45396  14.19811   1.565452747960  -2.0972700  0.65961595556995 -11.7890912  139.4920 /L   24.6258  139.0212848
 2016-Apr-19 00:00     16 27 58.62 -21 22 10.6   95.63638  14.34494   1.564239313094  -2.1045621  0.65286450842925 -11.5905304  140.4812 /L   24.1193  139.5159577
 2016-Apr-20 00:00     16 27 51.00 -21 24 01.0   95.81980  14.49223   1.563021709317  -2.1117087  0.64622888116082 -11.3879786  141.4820 /L   23.5996  140.0113995
 2016-Apr-21 00:00     16 27 40.19 -21 25 47.3   96.00395  14.63988   1.561800021068  -2.1187085  0.63971140177005 -11.1813547  142.4947 /L   23.0668  140.5076145
 2016-Apr-22 00:00     16 27 26.16 -21 27 29.5   96.18855  14.78776   1.560574333488  -2.1255603  0.63331444746869 -10.9705696  143.5193 /L   22.5207  141.0046072
 2016-Apr-23 00:00     16 27 08.89 -21 29 07.4   96.37331  14.93572   1.559344732419  -2.1322629  0.62704044882333 -10.7555278  144.5559 /L   21.9613  141.5023820
 2016-Apr-24 00:00     16 26 48.37 -21 30 41.0   96.55793  15.08362   1.558111304404  -2.1388151  0.62089189321633 -10.5361283  145.6046 /L   21.3885  142.0009431
 2016-Apr-25 00:00     16 26 24.56 -21 32 10.2   96.74206  15.23132   1.556874136688  -2.1452156  0.61487132735041 -10.3122671  146.6656 /L   20.8022  142.5002948
 2016-Apr-26 00:00     16 25 57.48 -21 33 34.7   96.92537  15.37863   1.555633317215  -2.1514633  0.60898135862499 -10.0838384  147.7387 /L   20.2023  143.0004413
 2016-Apr-27 00:00     16 25 27.09 -21 34 54.6   97.10750  15.52539   1.554388934630  -2.1575570  0.60322465539200  -9.8507372  148.8241 /L   19.5890  143.5013869
 2016-Apr-28 00:00     16 24 53.42 -21 36 09.6   97.28808  15.67142   1.553141078274  -2.1634955  0.59760394623499  -9.6128603  149.9218 /L   18.9620  144.0031357
 2016-Apr-29 00:00     16 24 16.46 -21 37 19.7   97.46669  15.81650   1.551889838190  -2.1692775  0.59212201837136  -9.3701082  151.0317 /L   18.3216  144.5056920
 2016-Apr-30 00:00     16 23 36.22 -21 38 24.7   97.64294  15.96045   1.550635305119  -2.1749019  0.58678171492845  -9.1223874  152.1538 /L   17.6677  145.0090598
 2016-May-01 00:00     16 22 52.73 -21 39 24.3   97.81641  16.10304   1.549377570498  -2.1803673  0.58158593009943  -8.8696158  153.2881 /L   17.0004  145.5132432
 2016-May-02 00:00     16 22 06.00 -21 40 18.5   97.98663  16.24404   1.548116726463  -2.1856727  0.57653760006760  -8.6117322  154.4344 /L   16.3199  146.0182463
 2016-May-03 00:00     16 21 16.09 -21 41 07.2   98.15318  16.38322   1.546852865841  -2.1908168  0.57163968637569  -8.3487134  155.5925 /L   15.6262  146.5240731
 2016-May-04 00:00     16 20 23.04 -21 41 50.0   98.31556  16.52034   1.545586082157  -2.1957984  0.56689514784559  -8.0805964  156.7623 /L   14.9196  147.0307273
 2016-May-05 00:00     16 19 26.91 -21 42 27.0   98.47332  16.65514   1.544316469627  -2.2006163  0.56230689841978  -7.8075035  157.9435 /L   14.2003  147.5382131
 2016-May-06 00:00     16 18 27.78 -21 42 57.9   98.62595  16.78737   1.543044123155  -2.2052694  0.55787775240318  -7.5296590  159.1357 /L   13.4686  148.0465343
 2016-May-07 00:00     16 17 25.72 -21 43 22.6   98.77296  16.91677   1.541769138336  -2.2097564  0.55361036488480  -7.2473877  160.3386 /L   12.7249  148.5556947
 2016-May-08 00:00     16 16 20.84 -21 43 41.1   98.91386  17.04309   1.540491611453  -2.2140761  0.54950718024244  -6.9610885  161.5517 /L   11.9695  149.0656982
 2016-May-09 00:00     16 15 13.24 -21 43 53.3   99.04816  17.16607   1.539211639472  -2.2182274  0.54557040116337  -6.6711916  162.7747 /L   11.2030  149.5765484
 2016-May-10 00:00     16 14 03.04 -21 43 59.1   99.17537  17.28547   1.537929320045  -2.2222091  0.54180198338735  -6.3781158  164.0068 /L   10.4257  150.0882491
 2016-May-11 00:00     16 12 50.36 -21 43 58.4   99.29502  17.40103   1.536644751502  -2.2260199  0.53820365168583  -6.0822392  165.2476 /L    9.6382  150.6008039
 2016-May-12 00:00     16 11 35.33 -21 43 51.3   99.40664  17.51254   1.535358032852  -2.2296587  0.53477692654841  -5.7838911  166.4963 /L    8.8412  151.1142164
 2016-May-13 00:00     16 10 18.08 -21 43 37.8   99.50978  17.61974   1.534069263781  -2.2331244  0.53152315113800  -5.4833583  167.7524 /L    8.0352  151.6284902
 2016-May-14 00:00     16 08 58.76 -21 43 17.7   99.60403  17.72242   1.532778544651  -2.2364158  0.52844351215849  -5.1808983  169.0148 /L    7.2211  152.1436288
 2016-May-15 00:00     16 07 37.52 -21 42 51.3   99.68897  17.82037   1.531485976497  -2.2395317  0.52553905283715  -4.8767524  170.2826 /L    6.3997  152.6596358
 2016-May-16 00:00     16 06 14.50 -21 42 18.6   99.76421  17.91337   1.530191661021  -2.2424709  0.52281067920632  -4.5711556  171.5544 /L    5.5720  153.1765144
 2016-May-17 00:00     16 04 49.86 -21 41 39.5   99.82942  18.00122   1.528895700592  -2.2452323  0.52025916204018  -4.2643419  172.8282 /L    4.7397  153.6942681
 2016-May-18 00:00     16 03 23.78 -21 40 54.3   99.88425  18.08374   1.527598198245  -2.2478148  0.51788513677935  -3.9565460  174.1011 /L    3.9049  154.2129002
 2016-May-19 00:00     16 01 56.41 -21 40 03.1   99.92841  18.16075   1.526299257671  -2.2502171  0.51568910320850  -3.6480029  175.3670 /L    3.0719  154.7324139
 2016-May-20 00:00     16 00 27.93 -21 39 06.1   99.96164  18.23208   1.524998983219  -2.2524383  0.51367142594248  -3.3389454  176.6121 /L    2.2500  155.2528123
